customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,call_duration_sec,wait_time_sec,customer_text,issue_category,repeat_contacts_7d,billing_issue_flag,usage_change_score,label
5480-TBGPH,True,False,True,False,24,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,1,1222,183,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 부가서비스 자동 갱신 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,3,True,0.69,1
0018-NYROU,True,False,True,False,5,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,351.5,0,1279,153,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,4,True,0.69,0
7501-VTYLJ,True,False,False,True,2,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.55,106.2,0,746,208,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 요금제 변경 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,3,True,0.94,1
7608-RGIRO,False,False,False,True,62,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.4,1413.0,0,561,55,"고객: 아침부터 인터넷이 연결되지 않습니다. 
상담사: 지역 장애가 감지되어 복구 작업 중입니다. 
고객: 예상 복구 시간을 알려주세요. 
상담사: 복구 ETA와 임시 조치 가이드를 문자로 안내하겠습니다. 
고객: 확인했습니다. 안내 기다릴게요.",장애,0,False,0.46,1
0480-BIXDE,True,False,True,False,19,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,0,808,209,"고객: 아침부터 인터넷이 연결되지 않습니다. 
상담사: 지역 장애가 감지되어 복구 작업 중입니다. 
고객: 예상 복구 시간을 알려주세요. 
상담사: 복구 ETA와 임시 조치 가이드를 문자로 안내하겠습니다. 
고객: 확인했습니다. 안내 기다릴게요.",장애,4,True,0.47,1
5895-QSXOD,False,False,False,False,9,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.05,657.5,0,938,35,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,4,False,0.37,0
9814-AOUDH,False,False,False,False,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,0,479,84,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,2,False,0.44,0
6175-IRFIT,False,False,False,False,5,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,0,873,111,"고객: 아침부터 인터넷이 연결되지 않습니다. 
상담사: 지역 장애가 감지되어 복구 작업 중입니다. 
고객: 예상 복구 시간을 알려주세요. 
상담사: 복구 ETA와 임시 조치 가이드를 문자로 안내하겠습니다. 
고객: 확인했습니다. 안내 기다릴게요.",장애,2,False,0.48,1
8760-ZRHKE,True,True,True,True,71,True,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,69.2,4982.5,0,411,50,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,3,True,0.41,0
1622-HSHSF,True,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,19.55,0,593,234,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,4,False,0.83,0
8854-CCVSQ,False,False,False,False,18,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.65,1451.9,1,802,142,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 요금제 변경 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,2,True,0.77,1
6749-UTDVX,False,False,False,False,72,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.65,7634.8,0,1157,91,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,4,True,0.27,0
5542-DHSXL,True,False,True,False,4,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.7,235.05,0,420,130,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,3,False,0.52,0
9102-OXKFY,False,False,False,False,59,True,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),54.15,3116.15,0,528,84,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,3,False,0.2,0
0511-JTEOY,True,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,1,1103,169,"고객: 해지하려고 합니다. 품질이 기대에 미치지 못하고 대기시간도 길었습니다. 
상담사: 불편 드려 죄송합니다. 개선 가능 방안을 먼저 안내드려도 될까요? 
고객: 빠르게 해결된다면 고민해보겠습니다. 
상담사: 요금/혜택 재설계와 품질 점검을 즉시 진행하겠습니다. 
고객: 제안서 받아보고 결정할게요.",해지,4,False,0.86,0
5216-WASFJ,True,True,True,False,31,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,0,636,53,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,3,True,0.56,0
7808-DVWEP,False,False,True,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,49.65,0,394,143,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,4,False,0.86,0
7067-KSAZT,True,True,True,False,65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.25,6979.8,1,956,253,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 부가서비스 자동 갱신 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,2,True,0.81,1
2284-VFLKH,False,False,True,False,49,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.25,4920.8,0,695,74,"고객: 아침부터 인터넷이 연결되지 않습니다. 
상담사: 지역 장애가 감지되어 복구 작업 중입니다. 
고객: 예상 복구 시간을 알려주세요. 
상담사: 복구 ETA와 임시 조치 가이드를 문자로 안내하겠습니다. 
고객: 확인했습니다. 안내 기다릴게요.",장애,2,True,0.42,1
0366-NQSHS,False,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,0,936,200,"고객: 해지하려고 합니다. 품질이 기대에 미치지 못하고 대기시간도 길었습니다. 
상담사: 불편 드려 죄송합니다. 개선 가능 방안을 먼저 안내드려도 될까요? 
고객: 빠르게 해결된다면 고민해보겠습니다. 
상담사: 요금/혜택 재설계와 품질 점검을 즉시 진행하겠습니다. 
고객: 제안서 받아보고 결정할게요.",해지,2,False,0.63,0
6532-YLWSI,True,False,True,False,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.8,1021.8,1,964,141,"고객: 해지하려고 합니다. 품질이 기대에 미치지 못하고 대기시간도 길었습니다. 
상담사: 불편 드려 죄송합니다. 개선 가능 방안을 먼저 안내드려도 될까요? 
고객: 빠르게 해결된다면 고민해보겠습니다. 
상담사: 요금/혜택 재설계와 품질 점검을 즉시 진행하겠습니다. 
고객: 제안서 받아보고 결정할게요.",해지,2,False,0.58,0
3807-BPOMJ,True,False,True,False,55,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,94.75,5276.1,0,1068,62,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,3,True,0.32,0
3892-NXAZG,False,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8289.2,0,1155,105,"고객: 아침부터 인터넷이 연결되지 않습니다. 
상담사: 지역 장애가 감지되어 복구 작업 중입니다. 
고객: 예상 복구 시간을 알려주세요. 
상담사: 복구 ETA와 임시 조치 가이드를 문자로 안내하겠습니다. 
고객: 확인했습니다. 안내 기다릴게요.",장애,1,True,0.59,1
4948-WBBKL,True,True,False,False,36,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,0,1227,50,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,4,False,0.55,0
4182-BGSIQ,True,False,True,True,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.8,196.75,0,480,98,"고객: 아침부터 인터넷이 연결되지 않습니다. 
상담사: 지역 장애가 감지되어 복구 작업 중입니다. 
고객: 예상 복구 시간을 알려주세요. 
상담사: 복구 ETA와 임시 조치 가이드를 문자로 안내하겠습니다. 
고객: 확인했습니다. 안내 기다릴게요.",장애,1,False,0.22,1
9300-AGZNL,False,True,False,False,1,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94.0,1,837,208,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 부가서비스 자동 갱신 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,4,True,0.99,1
0988-AADSA,True,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.85,5824.75,0,378,59,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,4,False,0.4,0
9972-NKTFD,True,False,False,False,28,True,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,0,324,26,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,4,False,0.39,0
3717-LNXKW,False,False,True,False,38,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,0,938,210,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,3,False,0.52,0
5734-EJKXG,True,False,False,False,61,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,7365.7,0,662,40,"고객: 아침부터 인터넷이 연결되지 않습니다. 
상담사: 지역 장애가 감지되어 복구 작업 중입니다. 
고객: 예상 복구 시간을 알려주세요. 
상담사: 복구 ETA와 임시 조치 가이드를 문자로 안내하겠습니다. 
고객: 확인했습니다. 안내 기다릴게요.",장애,0,True,0.5,1
2207-RYYRL,False,False,True,True,52,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1331.05,0,602,103,"고객: 아침부터 인터넷이 연결되지 않습니다. 
상담사: 지역 장애가 감지되어 복구 작업 중입니다. 
고객: 예상 복구 시간을 알려주세요. 
상담사: 복구 ETA와 임시 조치 가이드를 문자로 안내하겠습니다. 
고객: 확인했습니다. 안내 기다릴게요.",장애,2,False,0.34,1
6729-FZWSY,False,False,False,False,67,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,1195.95,0,1137,243,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 요금제 변경 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,4,True,0.52,1
9695-IDRZR,True,False,False,True,34,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.15,3946.9,0,982,119,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,2,True,0.51,0
8144-DGHXP,True,False,False,False,54,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.6,4299.95,0,564,84,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,2,True,0.48,0
7814-LEEVE,True,False,True,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,0,623,280,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,4,False,0.67,0
1112-CUNAO,True,True,False,False,15,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,1,905,222,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 요금제 변경 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,3,True,0.67,1
5175-AOBHI,True,False,False,False,4,True,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,1,613,210,"고객: 해지하려고 합니다. 품질이 기대에 미치지 못하고 대기시간도 길었습니다. 
상담사: 불편 드려 죄송합니다. 개선 가능 방안을 먼저 안내드려도 될까요? 
고객: 빠르게 해결된다면 고민해보겠습니다. 
상담사: 요금/혜택 재설계와 품질 점검을 즉시 진행하겠습니다. 
고객: 제안서 받아보고 결정할게요.",해지,3,False,0.67,0
5174-RNGBH,True,False,False,False,9,True,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.55,1,764,257,"고객: 해지하려고 합니다. 품질이 기대에 미치지 못하고 대기시간도 길었습니다. 
상담사: 불편 드려 죄송합니다. 개선 가능 방안을 먼저 안내드려도 될까요? 
고객: 빠르게 해결된다면 고민해보겠습니다. 
상담사: 요금/혜택 재설계와 품질 점검을 즉시 진행하겠습니다. 
고객: 제안서 받아보고 결정할게요.",해지,3,False,0.68,0
8631-WUXGY,True,False,False,True,46,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4391.25,0,930,159,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,2,True,0.75,0
7270-BDIOA,True,False,False,False,22,True,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.0,1993.8,1,829,252,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 요금제 변경 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,3,True,0.94,1
9565-JSNFM,False,False,False,False,38,True,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,1,1209,169,"고객: 해지하려고 합니다. 품질이 기대에 미치지 못하고 대기시간도 길었습니다. 
상담사: 불편 드려 죄송합니다. 개선 가능 방안을 먼저 안내드려도 될까요? 
고객: 빠르게 해결된다면 고민해보겠습니다. 
상담사: 요금/혜택 재설계와 품질 점검을 즉시 진행하겠습니다. 
고객: 제안서 받아보고 결정할게요.",해지,3,False,0.76,0
5906-DVAPM,True,False,True,True,55,True,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.0,4213.9,0,577,100,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,2,False,0.2,0
6654-QGBZZ,True,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,0,1205,144,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 요금제 변경 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,2,True,0.85,1
8348-JLBUG,False,True,True,False,64,True,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,0,799,107,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,2,False,0.6,0
0607-DAAHE,False,False,False,True,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1052.35,1,924,219,"고객: 해지하려고 합니다. 품질이 기대에 미치지 못하고 대기시간도 길었습니다. 
상담사: 불편 드려 죄송합니다. 개선 가능 방안을 먼저 안내드려도 될까요? 
고객: 빠르게 해결된다면 고민해보겠습니다. 
상담사: 요금/혜택 재설계와 품질 점검을 즉시 진행하겠습니다. 
고객: 제안서 받아보고 결정할게요.",해지,2,False,0.78,0
5641-DMBFJ,True,False,True,False,58,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,0,836,238,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 요금제 변경 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,4,True,0.63,1
9200-NLNPD,False,False,True,False,56,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.05,2959.8,0,302,57,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,4,False,0.34,0
2664-XJZNO,False,False,True,True,72,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.9,7559.55,0,993,112,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,2,True,0.55,0
9732-KPKBW,False,False,False,False,1,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,1,919,184,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 요금제 변경 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,2,True,0.99,1
3339-EAQNV,False,True,True,False,72,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,0,1088,70,"고객: 아침부터 인터넷이 연결되지 않습니다. 
상담사: 지역 장애가 감지되어 복구 작업 중입니다. 
고객: 예상 복구 시간을 알려주세요. 
상담사: 복구 ETA와 임시 조치 가이드를 문자로 안내하겠습니다. 
고객: 확인했습니다. 안내 기다릴게요.",장애,0,True,0.43,1
0921-OHLVP,False,False,False,False,22,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,0,918,30,"고객: 아침부터 인터넷이 연결되지 않습니다. 
상담사: 지역 장애가 감지되어 복구 작업 중입니다. 
고객: 예상 복구 시간을 알려주세요. 
상담사: 복구 ETA와 임시 조치 가이드를 문자로 안내하겠습니다. 
고객: 확인했습니다. 안내 기다릴게요.",장애,2,True,0.48,1
3389-YGYAI,True,True,False,False,8,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,1,493,180,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 부가서비스 자동 갱신 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,2,True,0.87,1
9560-ARGQJ,True,False,False,True,16,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1312.15,1,505,216,"고객: 이번 달 요금이 평소보다 높습니다. 확인 부탁드려요. 
상담사: 최근 요금제 변경 내역이 확인됩니다. 
고객: 동의 없이 올라간 것 같아요. 취소와 조정이 가능한가요? 
상담사: 즉시 해제 처리와 환불 가능 여부를 확인해 드리겠습니다. 
고객: 다음 달엔 안정되도록 부탁드립니다.",요금,3,True,0.8,1
8350-NYMVI,True,False,False,False,39,False,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,0,696,114,"고객: 저녁마다 속도가 심하게 떨어져요. 
상담사: 회선 혼잡이 의심되어 채널 변경과 모뎀 재설정을 진행하겠습니다. 
고객: 화상회의가 잦아서 품질이 중요해요. 
상담사: 필요한 경우 기사 방문 점검까지 예약해 드리겠습니다. 
고객: 방문 예약 부탁드립니다.",품질,2,False,0.26,0
